nomor_perkara,tgl_register,klasifikasi,jenis_perkara,metode,hakim,anggota1,anggota2,pp,js,tgl_sidang,tgl_sidang_override,__id
685 Pdt.G,2025-02-10,CT,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-02-24,0,802b624c-9370-4b53-aa2b-1cf71f86089f
84 Pdt.P,2025-02-11,ISTBAT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-03-04,0,f4a81749-3025-4048-8b77-c75111a2d989
716 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Sehudin, S.H.",2025-06-18,0,8390fcb5-73ce-4df7-8209-1f002aa9fef8
717 Pdt.G,2025-02-11,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-02-19,0,bf87dd2e-f876-4872-a4f7-8e3fbe76e5aa
718 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-03-05,0,eecfdbf7-ccd7-48c6-90fd-145382ad54c5
719 Pdt.G,2025-02-11,CT,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-02-20,0,2898471c-ff61-46e9-ae17-40578613b121
720 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-02-20,0,be0ef549-fcf9-4549-b5c9-7d380f38e081
83 Pdt.P,2025-02-11,Perwalian,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sehudin, S.H.",2025-02-25,0,24b3fd39-f898-44d0-ab33-863f5dca23d3
721 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-02-20,0,a8b0ae93-4d12-4e1b-b868-ca331f0f9210
722 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-02-24,0,c99c4c14-5d57-41e8-bdf6-387fa9c0c0eb
723 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-24,0,54f0f268-32db-4510-a320-d5ca048870a0
724 Pdt.G,2025-02-11,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-02-25,0,ef5351fe-7e7d-413e-a2b3-f2635b7ccfeb
725 Pdt.G,2025-02-11,ISTBAT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-03-04,0,b0c8a362-8a14-4dec-9656-1e62bfda3a13
726 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-02-19,0,081c298e-1bd2-4479-971b-28632790b58d
734 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,b08aebf5-772f-4bb6-93d9-78bfad2c4247
729 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-02-20,0,1b4b68cf-e69f-4f18-ab0b-44523d440ac8
730 Pdt.G,2025-02-11,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Yuri Ditya Putra Fernanda, A.Md.",2025-06-12,0,c3308a77-df85-4ae1-8623-12ff62e02612
85 Pdt.P,2025-02-11,ISTBAT,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-03-10,0,5f60d105-be23-434b-ab46-5029c5b5d820
731 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Sabar Kuswanto,2025-06-16,0,8e991204-e402-477e-80f0-9c80cf3614a3
732 Pdt.G,2025-02-11,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,Zainal Arifin,2025-06-17,0,b5313346-e519-42d8-98f6-76f3ddc76505
733 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-02-25,0,d3933c97-2751-4f6b-9b26-1bfa73f292b9
735 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,Sanjaya Langgeng Santoso,2025-06-18,0,5e629014-a17f-4c41-9349-ef5169b3996e
736 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-02-19,0,5de137ba-b145-4d23-884a-752ace2a85a9
87 Pdt.P,2025-02-11,PAW,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-24,0,c1a30645-944d-42a7-9c73-0c0be0f3dbb1
727 Pdt.G,2025-02-11,Lain-Lain,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-02-20,0,d3e7b50e-1bd9-4edf-bbfd-6f31da1bff71
86 Pdt.P,2025-02-11,ISTBAT,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-03-10,0,a6ca4d7f-1cc9-42a0-84ff-81d88b8be7f0
82 Pdt.P,2025-02-11,PAW,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-02-25,0,34b081c6-3acb-40cd-96de-bc20ed4e3025
728 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-19,0,2e55d842-22c3-4807-939f-85b1f7b2c3b5
81 Pdt.P,2025-02-11,PAW,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,Sanjaya Langgeng Santoso,2025-02-25,0,3a0d5ecb-3f95-4e61-b23e-07e16e9a72ab
737 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-02-20,0,e06cf1fb-3eae-45d1-8aed-baca08648ffd
714 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-02-24,0,c3070a2f-464b-46b9-835d-395bb0a2c42b
715 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-16,0,c3a6a04f-defd-466a-9ec4-a23e97133276
689 Pdt.G,2025-02-11,HAA,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-02-20,0,755fff60-d46d-414f-b52f-d5a19e413f11
690 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Khairunas, S.H.I.",2025-06-17,0,fd1067ec-6167-4ace-a563-3aab2ac8ab63
691 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-03-05,0,08933021-9aad-4692-ba3c-c2ae75774e4a
692 Pdt.G,2025-02-11,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-19,0,747b1b81-eaf0-49d9-8514-70a7382c6d48
693 Pdt.G,2025-02-11,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-02-20,0,963ab14d-d3cf-4996-9762-4d9206620a54
695 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-06-16,0,94754a0a-5f01-4250-8045-970266bc1966
696 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-02-24,0,6d3212ce-6a4a-4fb5-a9d5-c3119ad098ab
697 Pdt.G,2025-02-11,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,"Ombang Hasyim Ashari, S.Ag.",2025-06-17,0,185a8c20-b7ce-4b14-922e-5f3039e8bbe5
698 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-02-25,0,d93559bb-155a-4434-b8fb-6a9198d2bda3
699 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-02-20,0,8b9fc063-414d-44b6-9eb8-ead27df8d8ac
700 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,95ea3120-52b1-43b0-a11a-13a014495403
701 Pdt.G,2025-02-11,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-02-19,0,021445ae-2ff3-4b17-a832-622268ff7556
694 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-02-20,0,178994b0-fdf1-4611-80ed-c2b268096498
703 Pdt.G,2025-02-11,CT,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-02-19,0,101eb818-9af9-4018-a6b6-a51f7eae4694
702 Pdt.G,2025-02-11,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-02-19,0,03c9c480-b2af-4edb-a5bf-4539a89dd749
713 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-02-20,0,d0bd8b4c-f45d-4e06-9087-d241649639d6
712 Pdt.G,2025-02-11,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-02-20,0,c14aff25-63e8-4a48-8318-9ad2335b7423
711 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-19,0,9fc05911-7d70-49bb-a39c-f3212777220d
709 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,89217cf2-8239-4d36-9dd0-aa474fdcb986
80 Pdt.P,2025-02-11,Perwalian,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-02-25,0,abef2381-8a40-433e-8c04-90335dd1661f
710 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-02-19,0,fa502fed-a801-441b-9956-38226cfaeb30
708 Pdt.G,2025-02-11,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-02-25,0,225f15cf-9c76-4623-8849-b9a6b82346d4
707 Pdt.G,2025-02-11,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-24,0,f27b5339-a99e-4345-a401-600ef3fb45f6
706 Pdt.G,2025-02-11,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,Sudiono,2025-06-16,0,f8d9f020-6813-43f6-94dc-999620968045
705 Pdt.G,2025-02-11,CT,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-02-20,0,ad0d6604-2151-4e24-b3d4-7cebd2fc5c2a
704 Pdt.G,2025-02-11,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-02-20,0,99fa4c39-9289-4899-8438-eb0a29df038e
758 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-26,0,c5625181-7298-4106-88c7-6efdb0cae858
754 Pdt.G,2025-02-12,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-02-25,0,05b53040-8dc2-4e2b-bda4-117acdaf7bf8
755 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Raden Yadi Sumiadi,2025-06-17,0,080860e2-ee53-4109-af92-f8e366738821
756 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Ombang Hasyim Ashari, S.Ag.",2025-06-17,0,5e380147-b1ed-4281-a214-74596d834181
757 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-02-26,0,423cf0cb-cae9-40dc-a725-fe69bd0a7cbd
753 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-24,0,b6a31373-454e-4999-8f6d-c83e33173e32
759 Pdt.G,2025-02-12,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-02-20,0,9fdbfeb0-e67e-4489-98d4-29edfeaf085d
763 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,4a93406d-a091-4f8d-80df-313d4ceadf1b
760 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-02-24,0,b9e52ee9-3b89-47a5-a126-eb71a7e4bd65
761 Pdt.G,2025-02-12,CT,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-02-24,0,3e60b666-c5a9-4937-bc35-67ee0b06e7d4
762 Pdt.G,2025-02-12,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,Sanjaya Langgeng Santoso,2025-02-25,0,3dcc7d62-8488-4850-96cc-1be24f23a3af
93 Pdt.P,2025-02-12,Perwalian,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-02-25,0,697b4801-e5cc-44e2-a748-26b832fe78be
764 Pdt.G,2025-02-12,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,Sudiono,2025-06-18,0,f3c448de-baad-4fb9-8a7b-68e1a1cea33a
752 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-02-24,0,561ffbb9-6b1a-4b16-8861-267af8daf0e1
92 Pdt.P,2025-02-12,Perwalian,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,Zainal Arifin,2025-02-20,0,85404099-f1ed-4406-874a-0961c09123b5
751 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Ombang Hasyim Ashari, S.Ag.",2025-02-20,0,524d63cb-01c8-4eab-8d49-492ebb1e44a7
90 Pdt.P,2025-02-12,ISTBAT,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-03-10,0,cd559abd-5681-462e-9d1e-7516f8833999
91 Pdt.P,2025-02-12,ISTBAT,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-03-06,0,ec75e6d3-1d3e-41e2-bc5d-c5361fbfa20b
750 Pdt.G,2025-02-12,CT,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-02-20,0,85a9311b-c1e1-438b-915a-1b4c0ffe2d3a
739 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Ismail,2025-06-17,0,4fdd66c5-9661-4838-8883-25c4778fece8
88 Pdt.P,2025-02-12,PAW,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,4e8f8d94-faa6-4458-bd3e-f30874c173fc
740 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-02-26,0,e4076893-1a09-4ca9-a0a3-2caf9efb40ae
741 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-26,0,964f61b5-674c-4816-b655-dfb14b87d828
742 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-02-20,0,43d8cf44-ed86-4c95-94dc-3033de4a59cb
743 Pdt.G,2025-02-12,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-19,0,fcdf25a5-5026-4fbc-ab8b-76f74cb00b32
738 Pdt.G,2025-02-12,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-02-25,0,f68cb1f8-167d-46c0-8a26-0b282f34537d
89 Pdt.P,2025-02-12,PAW,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-02-24,0,bc76fd76-9c54-4525-856e-6ace68c30432
745 Pdt.G,2025-02-12,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,Sanjaya Langgeng Santoso,2025-02-25,0,54400846-61ef-4434-8076-38cbb91c54e1
746 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-02-25,0,6c5df70a-d8f9-4353-a951-1fedd167bc6b
747 Pdt.G,2025-02-12,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,0827cd1a-a124-4288-b654-49f31d72851b
748 Pdt.G,2025-02-12,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-02-26,0,13acd863-895c-4587-8f5a-204eae700851
749 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-02-26,0,29e85758-67f6-450e-a326-2d20929898f6
744 Pdt.G,2025-02-12,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-02-20,0,cbaf808c-8d2e-4e2b-b6b6-19b8dddaaba2
96 Pdt.P,2025-02-13,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-02-26,0,34e0d1c8-ba68-4e8e-b6ed-81f49798a3f5
97 Pdt.P,2025-02-13,Lain-Lain,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-02-26,0,8f350805-d9da-486e-99d2-605e596ecf0f
781 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-02-27,0,5bd7cd94-0ac7-4336-8d13-f165101ba4df
782 Pdt.G,2025-02-13,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sabar Kuswanto,2025-06-19,0,daaf85f8-498a-420e-8bbb-055e5e6c1792
783 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-02-27,0,45d3d96f-38f2-45c5-a3db-4df32823aa21
784 Pdt.G,2025-02-13,CT,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-02-24,0,9c8b8ced-2017-4911-8038-d3453fb4d834
788 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,da2d818c-1fe1-485e-a579-a11c9cc744ba
786 Pdt.G,2025-02-13,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,Zainal Arifin,2025-06-17,0,036d8cb6-4e0f-45c9-b502-8a570483e07d
787 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-17,0,0580347f-6463-4d8c-a15e-1bfefeed7e46
789 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-02-26,0,75e65fd2-0a0a-4907-9921-9980d1ad0756
790 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-26,0,a70c4c6b-e8d3-4e6a-9ddd-70ffcfafa13a
791 Pdt.G,2025-02-13,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-19,0,af8ffe81-a099-48c8-8858-92604cdbd114
780 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,adbbb624-36aa-4ce3-b98e-2be371290c96
785 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-24,0,03215320-ab97-4bf1-9c8b-2054b8cc86cf
779 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-02-25,0,2e25e358-b96f-4783-850b-6384a3353b8e
769 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-24,0,4f5e835e-45d7-4089-8d18-f48d95736d86
777 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,"Yuri Ditya Putra Fernanda, A.Md.",2025-06-16,0,829173a4-350c-4144-87fb-e3c6443f0028
765 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,"Irvan Riditya Fauzi, A.Md.",2025-06-18,0,359461c5-a56b-48f7-ab0e-ffc4fef39b6f
766 Pdt.G,2025-02-13,CT,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-02-27,0,a87fadf2-3947-4830-8654-829aa19d747c
768 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-02-24,0,080b7aa3-c5e8-48fb-b574-73d70aba188c
770 Pdt.G,2025-02-13,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Sehudin, S.H.",2025-06-17,0,9ac3b9bb-9cf6-4173-88b3-ec9667a66c76
771 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Aji Djuanda Rachmad,2025-06-17,0,ffdf7e72-e3b8-47df-96f2-cfdd9afbfb55
772 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,9470c4d0-caf8-4a9c-b73c-0d6b568c4fe7
767 Pdt.G,2025-02-13,CT,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Ombang Hasyim Ashari, S.Ag.",2025-02-27,0,aac852a8-4e03-4a8a-a7c1-35c70f489a85
95 Pdt.P,2025-02-13,Dispensasi,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-26,0,d5c7c39d-5d93-4d95-b36f-583f8d408ade
94 Pdt.P,2025-02-13,ISTBAT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-03-12,0,421e0200-c41a-4e1b-9404-407aadea4899
776 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-02-24,0,4b9e6f15-affb-451d-a61f-f5f420c95c75
775 Pdt.G,2025-02-13,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-02-27,0,7df60823-cd31-4084-b871-c60f642d242b
778 Pdt.G,2025-02-13,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,Sanjaya Langgeng Santoso,2025-02-25,0,5e5b5e57-36f1-4729-97c4-961334da81f6
774 Pdt.G,2025-02-13,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-02-27,0,c9cdc773-db3c-4ed7-a5e3-0dc4d2dc4896
773 Pdt.G,2025-02-13,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-02-27,0,b3586a9f-537d-4a5a-992c-56461a44632c
808 Pdt.G,2025-02-14,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-02-24,0,033d215d-6a97-4394-b9c7-081632f12b08
807 Pdt.G,2025-02-14,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,Zainal Arifin,2025-02-27,0,ce9a9c38-ddce-49f5-a64d-673e1833c1f5
805 Pdt.G,2025-02-14,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-02-26,0,4801a54b-fd84-419c-a90c-07270f663302
804 Pdt.G,2025-02-14,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-02-26,0,8eece657-73f9-44a4-92c3-585ba0f6e693
803 Pdt.G,2025-02-14,CT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-02-25,0,d58c5e1a-d653-4679-9e44-83b7e6ea9dae
802 Pdt.G,2025-02-14,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-02-25,0,4a0f1285-217c-4f25-948d-1eabb0e8b9cf
801 Pdt.G,2025-02-14,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-02-25,0,54cc8555-edf8-41dd-b1a4-40435d348599
800 Pdt.G,2025-02-14,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-24,0,6b5314ec-f1bb-4965-8c88-c1b207776b02
799 Pdt.G,2025-02-14,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-02-24,0,b072a1ef-31b7-4745-accd-f18bb8e2365d
